article;vehicleClass;amount;points;Case ID;Activity;Resource;lastSent;notificationType;dismissal;expense;Complete Timestamp;timesincemidnight;month;weekday;hour;timesincelastevent;timesincecasestart;event_nr;open_cases;label
157.0;A;36.0;0.0;A10079;Insert Fine Notification;541.0;P;P;NIL;13.0;2007-07-24 01:00:00;60;7;1;1;10080.0;194400.0;3;9588;deviant
157.0;A;74.0;0.0;A10079;Add penalty;541.0;P;P;NIL;13.0;2007-09-22 01:00:00;60;9;5;1;86400.0;280800.0;4;10827;deviant
157.0;A;36.0;0.0;A10082;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7787;regular
157.0;A;36.0;0.0;A10082;Payment;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;2;7787;regular
157.0;A;36.0;0.0;A10083;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7787;deviant
157.0;A;36.0;0.0;A10083;Send Fine;541.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;184320.0;184320.0;2;9347;deviant
157.0;A;36.0;0.0;A10083;Insert Fine Notification;541.0;P;P;NIL;13.0;2007-08-02 01:00:00;60;8;3;1;23040.0;207360.0;3;9838;deviant
157.0;A;74.0;0.0;A10083;Add penalty;541.0;P;P;NIL;13.0;2007-10-01 01:00:00;60;10;0;1;86400.0;293760.0;4;10875;deviant
157.0;A;36.0;0.0;A10085;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-14 01:00:00;60;3;2;1;0.0;0.0;1;7726;regular
157.0;A;36.0;0.0;A10085;Payment;541.0;missing;missing;NIL;0.0;2007-03-16 01:00:00;60;3;4;1;2880.0;2880.0;2;7749;regular
157.0;A;36.0;0.0;A10089;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7788;regular
157.0;A;36.0;0.0;A10089;Payment;541.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;1440.0;1440.0;2;7802;regular
7.0;A;21.0;0.0;A1009;Create Fine;550.0;missing;missing;NIL;0.0;2006-08-29 01:00:00;60;8;1;1;0.0;0.0;1;12405;deviant
7.0;A;21.0;0.0;A1009;Send Fine;550.0;missing;missing;NIL;11.0;2006-12-15 01:00:00;60;12;4;1;155520.0;155520.0;2;12278;deviant
7.0;A;21.0;0.0;A1009;Insert Fine Notification;550.0;P;P;NIL;11.0;2007-01-01 01:00:00;60;1;0;1;24480.0;180000.0;3;12268;deviant
7.0;A;42.5;0.0;A1009;Add penalty;550.0;P;P;NIL;11.0;2007-03-02 01:00:00;60;3;4;1;86400.0;266400.0;4;7689;deviant
157.0;A;36.0;0.0;A10090;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7789;deviant
157.0;A;36.0;0.0;A10090;Send Fine;541.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;184320.0;184320.0;2;9347;deviant
157.0;A;36.0;0.0;A10090;Insert Fine Notification;541.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;192960.0;3;9570;deviant
157.0;A;74.0;0.0;A10090;Add penalty;541.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;279360.0;4;10813;deviant
157.0;A;36.0;0.0;A10091;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7790;regular
157.0;A;36.0;0.0;A10091;Payment;541.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;2880.0;2880.0;2;7796;regular
7.0;A;22.0;0.0;A10092;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7791;regular
7.0;A;22.0;0.0;A10092;Payment;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;2;7791;regular
157.0;A;36.0;0.0;A10095;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7791;deviant
157.0;A;36.0;0.0;A10095;Send Fine;541.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;184320.0;184320.0;2;9347;deviant
157.0;A;36.0;0.0;A10095;Insert Fine Notification;541.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;192960.0;3;9570;deviant
157.0;A;74.0;0.0;A10095;Add penalty;541.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;279360.0;4;10813;deviant
157.0;A;36.0;0.0;A10097;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7792;regular
157.0;A;36.0;0.0;A10097;Send Fine;541.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;184320.0;184320.0;2;9347;regular
157.0;A;36.0;0.0;A10097;Insert Fine Notification;541.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;192960.0;3;9570;regular
157.0;A;74.0;0.0;A10097;Add penalty;541.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;0.0;279360.0;4;10813;regular
157.0;A;74.0;0.0;A10097;Payment;541.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;279360.0;5;10812;regular
157.0;A;36.0;0.0;A10099;Create Fine;541.0;missing;missing;NIL;0.0;2007-03-11 01:00:00;60;3;6;1;0.0;0.0;1;7793;regular
157.0;A;36.0;0.0;A10099;Payment;541.0;missing;missing;NIL;0.0;2007-03-22 01:00:00;60;3;3;1;15840.0;15840.0;2;7828;regular
157.0;A;36.0;0.0;A10101;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-05 01:00:00;60;3;0;1;0.0;0.0;1;7750;deviant
157.0;A;36.0;0.0;A10101;Send Fine;557.0;missing;missing;NIL;13.0;2007-06-27 01:00:00;60;6;2;1;164160.0;164160.0;2;8611;deviant
157.0;A;36.0;0.0;A10101;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-06 01:00:00;60;7;4;1;12960.0;177120.0;3;8859;deviant
157.0;A;74.0;0.0;A10101;Add penalty;557.0;P;P;NIL;13.0;2007-09-04 01:00:00;60;9;1;1;86400.0;263520.0;4;10715;deviant
157.0;A;36.0;0.0;A10102;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-05 01:00:00;60;3;0;1;0.0;0.0;1;7751;regular
157.0;A;36.0;0.0;A10102;Send Fine;557.0;missing;missing;NIL;13.0;2007-06-27 01:00:00;60;6;2;1;164160.0;164160.0;2;8611;regular
157.0;A;36.0;0.0;A10102;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-07 01:00:00;60;7;5;1;14400.0;178560.0;3;8893;regular
157.0;A;74.0;0.0;A10102;Add penalty;557.0;P;P;NIL;13.0;2007-09-05 01:00:00;60;9;2;1;86400.0;264960.0;4;10702;regular
157.0;A;74.0;0.0;A10102;Insert Date Appeal to Prefecture;557.0;P;P;NIL;13.0;2007-09-10 01:00:00;60;9;0;1;7200.0;272160.0;5;10728;regular
157.0;A;74.0;0.0;A10102;Send Appeal to Prefecture;557.0;P;P;#;13.0;2007-10-25 01:00:00;60;10;3;1;64800.0;336960.0;6;10956;regular
157.0;A;36.0;0.0;A10104;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7751;regular
157.0;A;36.0;0.0;A10104;Payment;557.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;2;7751;regular
157.0;A;36.0;0.0;A10106;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7751;deviant
157.0;A;36.0;0.0;A10106;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;191520.0;191520.0;2;9347;deviant
157.0;A;36.0;0.0;A10106;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-25 01:00:00;60;7;2;1;11520.0;203040.0;3;9586;deviant
157.0;A;74.0;0.0;A10106;Add penalty;557.0;P;P;NIL;13.0;2007-09-23 01:00:00;60;9;6;1;86400.0;289440.0;4;10828;deviant
157.0;A;36.0;0.0;A10107;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7752;regular
157.0;A;36.0;0.0;A10107;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;191520.0;191520.0;2;9347;regular
157.0;A;36.0;0.0;A10107;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-26 01:00:00;60;7;3;1;12960.0;204480.0;3;9599;regular
157.0;A;36.0;0.0;A10107;Insert Date Appeal to Prefecture;557.0;P;P;NIL;13.0;2007-07-27 01:00:00;60;7;4;1;1440.0;205920.0;4;9609;regular
157.0;A;74.0;0.0;A10107;Add penalty;557.0;P;P;NIL;13.0;2007-09-24 01:00:00;60;9;0;1;0.0;290880.0;5;10850;regular
157.0;A;74.0;0.0;A10107;Send Appeal to Prefecture;557.0;P;P;#;13.0;2007-09-24 01:00:00;60;9;0;1;84960.0;290880.0;6;10849;regular
157.0;A;36.0;0.0;A10108;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7753;regular
157.0;A;36.0;0.0;A10108;Payment;557.0;missing;missing;NIL;0.0;2007-03-23 01:00:00;60;3;4;1;24480.0;24480.0;2;7824;regular
157.0;A;36.0;0.0;A10112;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7754;regular
157.0;A;36.0;0.0;A10112;Payment;557.0;missing;missing;NIL;0.0;2007-03-15 01:00:00;60;3;3;1;12960.0;12960.0;2;7728;regular
157.0;A;36.0;0.0;A10113;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7755;regular
157.0;A;36.0;0.0;A10113;Payment;557.0;missing;missing;NIL;0.0;2007-03-07 01:00:00;60;3;2;1;1440.0;1440.0;2;7760;regular
157.0;A;36.0;0.0;A10115;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-07 01:00:00;60;3;2;1;0.0;0.0;1;7759;deviant
157.0;A;36.0;0.0;A10115;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;190080.0;190080.0;2;9347;deviant
157.0;A;36.0;0.0;A10115;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-08-03 01:00:00;60;8;4;1;24480.0;214560.0;3;9859;deviant
157.0;A;74.0;0.0;A10115;Add penalty;557.0;P;P;NIL;13.0;2007-10-02 01:00:00;60;10;1;1;86400.0;300960.0;4;10882;deviant
157.0;A;36.0;0.0;A10120;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-08 01:00:00;60;3;3;1;0.0;0.0;1;7761;regular
157.0;A;36.0;0.0;A10120;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;188640.0;188640.0;2;9347;regular
157.0;A;36.0;0.0;A10120;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;197280.0;3;9570;regular
157.0;A;74.0;0.0;A10120;Add penalty;557.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;283680.0;4;10812;regular
157.0;A;74.0;0.0;A10120;Payment;557.0;P;P;NIL;13.0;2007-09-25 01:00:00;60;9;1;1;5760.0;289440.0;5;10836;regular
157.0;A;74.0;0.0;A10120;Payment;557.0;P;P;NIL;13.0;2007-11-05 01:00:00;60;11;0;1;59040.0;348480.0;6;10851;regular
157.0;A;36.0;0.0;A10121;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-08 01:00:00;60;3;3;1;0.0;0.0;1;7762;deviant
157.0;A;36.0;0.0;A10121;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;188640.0;188640.0;2;9347;deviant
157.0;A;36.0;0.0;A10121;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-25 01:00:00;60;7;2;1;11520.0;200160.0;3;9586;deviant
157.0;A;74.0;0.0;A10121;Add penalty;557.0;P;P;NIL;13.0;2007-09-23 01:00:00;60;9;6;1;86400.0;286560.0;4;10828;deviant
157.0;A;36.0;0.0;A10122;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-09 01:00:00;60;3;4;1;0.0;0.0;1;7761;regular
157.0;A;36.0;0.0;A10122;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;187200.0;187200.0;2;9347;regular
157.0;A;36.0;0.0;A10122;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-08-02 01:00:00;60;8;3;1;23040.0;210240.0;3;9838;regular
157.0;A;74.0;0.0;A10122;Add penalty;557.0;P;P;NIL;13.0;2007-10-01 01:00:00;60;10;0;1;86400.0;296640.0;4;10875;regular
157.0;A;74.0;0.0;A10122;Payment;557.0;P;P;NIL;13.0;2008-09-25 01:00:00;60;9;3;1;518400.0;815040.0;5;14420;regular
157.0;A;36.0;0.0;A10124;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7765;regular
157.0;A;36.0;0.0;A10124;Payment;557.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;4320.0;4320.0;2;7795;regular
157.0;A;36.0;0.0;A10125;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7766;regular
157.0;A;36.0;0.0;A10125;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;185760.0;185760.0;2;9347;regular
157.0;A;36.0;0.0;A10125;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-26 01:00:00;60;7;3;1;12960.0;198720.0;3;9599;regular
157.0;A;36.0;0.0;A10125;Insert Date Appeal to Prefecture;557.0;P;P;NIL;13.0;2007-08-01 01:00:00;60;8;2;1;8640.0;207360.0;4;9798;regular
157.0;A;36.0;0.0;A10125;Payment;557.0;P;P;NIL;13.0;2007-09-14 01:00:00;60;9;4;1;63360.0;270720.0;5;10747;regular
157.0;A;74.0;0.0;A10125;Add penalty;557.0;P;P;NIL;13.0;2007-09-24 01:00:00;60;9;0;1;0.0;285120.0;6;10849;regular
157.0;A;74.0;0.0;A10125;Send Appeal to Prefecture;557.0;P;P;NIL;13.0;2007-09-24 01:00:00;60;9;0;1;14400.0;285120.0;7;10848;regular
157.0;A;36.0;0.0;A10126;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7767;deviant
157.0;A;36.0;0.0;A10126;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;185760.0;185760.0;2;9347;deviant
157.0;A;36.0;0.0;A10126;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-08-05 01:00:00;60;8;6;1;27360.0;213120.0;3;9924;deviant
157.0;A;74.0;0.0;A10126;Add penalty;557.0;P;P;NIL;13.0;2007-10-04 01:00:00;60;10;3;1;86400.0;299520.0;4;10881;deviant
157.0;A;36.0;0.0;A10127;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7768;deviant
157.0;A;36.0;0.0;A10127;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;185760.0;185760.0;2;9347;deviant
157.0;A;36.0;0.0;A10127;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-08-05 01:00:00;60;8;6;1;27360.0;213120.0;3;9924;deviant
157.0;A;74.0;0.0;A10127;Add penalty;557.0;P;P;NIL;13.0;2007-10-04 01:00:00;60;10;3;1;86400.0;299520.0;4;10881;deviant
7.0;A;21.0;0.0;A1013;Create Fine;550.0;missing;missing;NIL;0.0;2006-09-07 01:00:00;60;9;3;1;0.0;0.0;1;12506;deviant
7.0;A;21.0;0.0;A1013;Send Fine;550.0;missing;missing;NIL;11.0;2006-12-15 01:00:00;60;12;4;1;142560.0;142560.0;2;12278;deviant
7.0;A;21.0;0.0;A1013;Insert Fine Notification;550.0;P;P;NIL;11.0;2007-01-06 01:00:00;60;1;5;1;31680.0;174240.0;3;12230;deviant
7.0;A;42.5;0.0;A1013;Add penalty;550.0;P;P;NIL;11.0;2007-03-07 01:00:00;60;3;2;1;86400.0;260640.0;4;7760;deviant
157.0;A;36.0;0.0;A10130;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7769;regular
157.0;A;36.0;0.0;A10130;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;185760.0;185760.0;2;9347;regular
157.0;A;36.0;0.0;A10130;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-25 01:00:00;60;7;2;1;11520.0;197280.0;3;9586;regular
157.0;A;74.0;0.0;A10130;Add penalty;557.0;P;P;NIL;13.0;2007-09-23 01:00:00;60;9;6;1;86400.0;283680.0;4;10828;regular
157.0;A;74.0;0.0;A10130;Payment;557.0;P;P;NIL;13.0;2008-10-31 01:00:00;60;10;4;1;581760.0;865440.0;5;14232;regular
157.0;A;36.0;0.0;A10131;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-10 01:00:00;60;3;5;1;0.0;0.0;1;7770;deviant
157.0;A;36.0;0.0;A10131;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;185760.0;185760.0;2;9347;deviant
157.0;A;36.0;0.0;A10131;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;194400.0;3;9570;deviant
157.0;A;74.0;0.0;A10131;Add penalty;557.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;280800.0;4;10812;deviant
157.0;A;36.0;0.0;A10137;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;1;7801;regular
157.0;A;36.0;0.0;A10137;Payment;557.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;2;7801;regular
157.0;A;36.0;0.0;A10138;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;1;7801;deviant
157.0;A;36.0;0.0;A10138;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;182880.0;182880.0;2;9347;deviant
157.0;A;36.0;0.0;A10138;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-26 01:00:00;60;7;3;1;12960.0;195840.0;3;9599;deviant
157.0;A;74.0;0.0;A10138;Add penalty;557.0;P;P;NIL;13.0;2007-09-24 01:00:00;60;9;0;1;86400.0;282240.0;4;10848;deviant
157.0;A;36.0;0.0;A10139;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;1;7802;deviant
157.0;A;36.0;0.0;A10139;Send Fine;557.0;missing;missing;NIL;18.6;2007-08-02 01:00:00;60;8;3;1;205920.0;205920.0;2;9838;deviant
157.0;A;36.0;0.0;A10139;Insert Fine Notification;557.0;P;P;NIL;18.6;2007-08-09 01:00:00;60;8;3;1;10080.0;216000.0;3;10113;deviant
157.0;A;74.0;0.0;A10139;Add penalty;557.0;P;P;NIL;18.6;2007-10-08 01:00:00;60;10;0;1;86400.0;302400.0;4;10905;deviant
7.0;A;21.0;0.0;A1014;Create Fine;550.0;missing;missing;NIL;0.0;2006-09-08 01:00:00;60;9;4;1;0.0;0.0;1;12507;deviant
7.0;A;21.0;0.0;A1014;Send Fine;550.0;missing;missing;NIL;11.0;2006-12-29 01:00:00;60;12;4;1;161280.0;161280.0;2;12244;deviant
7.0;A;21.0;0.0;A1014;Insert Fine Notification;550.0;P;P;NIL;11.0;2007-01-19 01:00:00;60;1;4;1;30240.0;191520.0;3;12147;deviant
7.0;A;42.5;0.0;A1014;Add penalty;550.0;P;P;NIL;11.0;2007-03-20 01:00:00;60;3;1;1;86400.0;277920.0;4;7830;deviant
157.0;A;36.0;0.0;A10140;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;1;7803;deviant
157.0;A;36.0;0.0;A10140;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;182880.0;182880.0;2;9347;deviant
157.0;A;36.0;0.0;A10140;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-24 01:00:00;60;7;1;1;10080.0;192960.0;3;9588;deviant
157.0;A;74.0;0.0;A10140;Add penalty;557.0;P;P;NIL;13.0;2007-09-22 01:00:00;60;9;5;1;86400.0;279360.0;4;10827;deviant
158.0;A;74.0;2.0;A10141;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;1;7804;deviant
158.0;A;74.0;2.0;A10141;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;182880.0;182880.0;2;9347;deviant
158.0;A;74.0;2.0;A10141;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-26 01:00:00;60;7;3;1;12960.0;195840.0;3;9599;deviant
158.0;A;148.0;2.0;A10141;Add penalty;557.0;P;P;NIL;13.0;2007-09-24 01:00:00;60;9;0;1;86400.0;282240.0;4;10848;deviant
157.0;A;36.0;0.0;A10143;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;1;7805;regular
157.0;A;36.0;0.0;A10143;Payment;557.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;2;7805;regular
7.0;A;22.0;0.0;A10144;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-12 01:00:00;60;3;0;1;0.0;0.0;1;7805;regular
7.0;A;22.0;0.0;A10144;Payment;557.0;missing;missing;NIL;0.0;2007-03-17 01:00:00;60;3;5;1;7200.0;7200.0;2;7761;regular
157.0;A;36.0;0.0;A10147;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-13 01:00:00;60;3;1;1;0.0;0.0;1;7794;deviant
157.0;A;36.0;0.0;A10147;Send Fine;557.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;181440.0;181440.0;2;9347;deviant
157.0;A;36.0;0.0;A10147;Insert Fine Notification;557.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;190080.0;3;9570;deviant
157.0;A;74.0;0.0;A10147;Add penalty;557.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;276480.0;4;10812;deviant
157.0;A;36.0;0.0;A10150;Create Fine;557.0;missing;missing;NIL;0.0;2007-03-15 01:00:00;60;3;3;1;0.0;0.0;1;7727;regular
157.0;A;36.0;0.0;A10150;Payment;557.0;missing;missing;NIL;0.0;2007-03-19 01:00:00;60;3;0;1;5760.0;5760.0;2;7816;regular
157.0;A;36.0;0.0;A10151;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7756;deviant
157.0;A;36.0;0.0;A10151;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;191520.0;191520.0;2;9347;deviant
157.0;A;36.0;0.0;A10151;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-08-04 01:00:00;60;8;5;1;25920.0;217440.0;3;9890;deviant
157.0;A;74.0;0.0;A10151;Add penalty;558.0;P;P;NIL;13.0;2007-10-03 01:00:00;60;10;2;1;86400.0;303840.0;4;10885;deviant
157.0;A;36.0;0.0;A10152;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7757;deviant
157.0;A;36.0;0.0;A10152;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;191520.0;191520.0;2;9347;deviant
157.0;A;36.0;0.0;A10152;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-07-25 01:00:00;60;7;2;1;11520.0;203040.0;3;9586;deviant
157.0;A;74.0;0.0;A10152;Add penalty;558.0;P;P;NIL;13.0;2007-09-23 01:00:00;60;9;6;1;86400.0;289440.0;4;10828;deviant
157.0;A;36.0;0.0;A10153;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7758;deviant
157.0;A;36.0;0.0;A10153;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;191520.0;191520.0;2;9347;deviant
157.0;A;36.0;0.0;A10153;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;200160.0;3;9570;deviant
157.0;A;74.0;0.0;A10153;Add penalty;558.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;286560.0;4;10812;deviant
157.0;A;36.0;0.0;A10154;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7759;deviant
157.0;A;36.0;0.0;A10154;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;191520.0;191520.0;2;9347;deviant
157.0;A;36.0;0.0;A10154;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;200160.0;3;9570;deviant
157.0;A;74.0;0.0;A10154;Add penalty;558.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;286560.0;4;10812;deviant
157.0;A;36.0;0.0;A10156;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7760;regular
157.0;A;36.0;0.0;A10156;Payment;558.0;missing;missing;NIL;0.0;2007-03-07 01:00:00;60;3;2;1;1440.0;1440.0;2;7760;regular
157.0;A;36.0;0.0;A10157;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7761;regular
157.0;A;36.0;0.0;A10157;Payment;558.0;missing;missing;NIL;0.0;2007-04-13 01:00:00;60;4;4;1;54720.0;54720.0;2;7937;regular
157.0;A;36.0;0.0;A10158;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7762;regular
157.0;A;36.0;0.0;A10158;Payment;558.0;missing;missing;NIL;0.0;2007-03-07 01:00:00;60;3;2;1;1440.0;1440.0;2;7759;regular
157.0;A;36.0;0.0;A10159;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-06 01:00:00;60;3;1;1;0.0;0.0;1;7763;regular
157.0;A;36.0;0.0;A10159;Payment;558.0;missing;missing;NIL;0.0;2007-03-07 01:00:00;60;3;2;1;1440.0;1440.0;2;7758;regular
157.0;A;36.0;0.0;A10161;Create Fine;558.0;missing;missing;NIL;0.0;2007-03-08 01:00:00;60;3;3;1;0.0;0.0;1;7763;regular
157.0;A;36.0;0.0;A10161;Send Fine;558.0;missing;missing;NIL;13.0;2007-07-17 01:00:00;60;7;1;1;188640.0;188640.0;2;9347;regular
157.0;A;36.0;0.0;A10161;Insert Fine Notification;558.0;P;P;NIL;13.0;2007-07-23 01:00:00;60;7;0;1;8640.0;197280.0;3;9570;regular
157.0;A;74.0;0.0;A10161;Add penalty;558.0;P;P;NIL;13.0;2007-09-21 01:00:00;60;9;4;1;86400.0;283680.0;4;10812;regular
