Case ID;Activity;Resource;Timestamp;amount;expense;label;anomaly_type
CASE_1252;Close Case;system_auto;2026-01-21 04:16:11;2067.75;62.52;regular;None
CASE_1009;Approve Loan;manager_tom;2026-01-21 04:18:30;3281.39;75.39;deviant;control-flow
CASE_1048;Assess Risk;underwriter_lucas;2026-01-21 04:32:25;14274.75;197.76;regular;None
CASE_2227;Assess Risk;underwriter_lucas;2026-01-21 04:32:57;1148.02;52.75;regular;None
CASE_1078;Verify Documents;clerk_dave;2026-01-21 04:43:22;6871.06;124.92;regular;None
CASE_1641;Submit Application;customer_513;2026-01-21 04:46:00;10951.06;152.68;regular;None
CASE_2000;Submit Application;customer_126;2026-01-21 05:17:00;25680.08;302.81;regular;None
CASE_1347;Approve Loan;clerk_sarah;2026-01-21 05:22:35;3545.82;90.7;deviant;mixed
CASE_1344;Assess Risk;underwriter_mary;2026-01-21 05:30:20;3759.37;89.43;regular;None
CASE_2147;Verify Documents;clerk_john;2026-01-21 05:41:07;4059.68;90.77;regular;None
CASE_2175;Submit Application;customer_137;2026-01-21 06:09:00;2543.39;77.36;regular;None
CASE_1241;Disburse Funds;finance_jane;2026-01-21 06:10:46;15930.95;212.62;regular;None
CASE_1634;Close Case;system_auto;2026-01-21 06:14:35;4931.68;86.54;regular;None
CASE_1441;Approve Loan;manager_alice;2026-01-21 06:15:30;7450.68;137.29;regular;None
CASE_2135;Disburse Funds;finance_bob;2026-01-21 06:41:28;2879.64;73.91;regular;None
CASE_2792;Approve Loan;manager_alice;2026-01-21 06:50:49;3802.38;97.2;regular;None
CASE_2761;Disburse Funds;finance_jane;2026-01-21 07:08:38;9184.88;129.99;regular;None
CASE_1163;Assess Risk;underwriter_lucas;2026-01-21 07:11:01;9134.98;147.16;regular;None
CASE_2030;Close Case;system_auto;2026-01-21 07:53:22;13422.65;166.03;regular;None
CASE_1699;Close Case;system_auto;2026-01-21 07:54:53;16806.02;211.25;regular;None
CASE_2175;Verify Documents;clerk_dave;2026-01-21 08:01:26;2543.39;77.36;regular;None
CASE_1441;Disburse Funds;finance_bob;2026-01-21 08:20:55;7450.68;137.29;regular;None
CASE_1376;Close Case;system_auto;2026-01-21 08:25:03;7293.42;122.04;regular;None
CASE_1641;Verify Documents;clerk_john;2026-01-21 08:27:42;10951.06;152.68;regular;None
CASE_2724;Verify Documents;clerk_sarah;2026-01-21 09:25:32;6559.9;129.07;regular;None
CASE_1125;Disburse Funds;finance_jane;2026-01-21 09:34:05;5468.16;108.25;regular;None
CASE_1078;Assess Risk;underwriter_paul;2026-01-21 10:00:31;6871.06;124.92;regular;None
CASE_2086;Verify Documents;clerk_sarah;2026-01-21 10:11:12;1322.47;61.87;regular;None
CASE_1829;Assess Risk;underwriter_mary;2026-01-21 10:12:27;1488.01;59.15;regular;None
CASE_2147;Assess Risk;underwriter_mary;2026-01-21 10:15:56;4059.68;90.77;regular;None
CASE_2117;Submit Application;customer_291;2026-01-21 10:36:00;5625.31;106.48;regular;None
CASE_2661;Disburse Funds;finance_bob;2026-01-21 11:14:25;1551.61;70.58;regular;None
CASE_2761;Close Case;system_auto;2026-01-21 11:36:48;9184.88;129.99;regular;None
CASE_2531;Submit Application;customer_170;2026-01-21 11:37:00;7686.11;128.98;regular;None
CASE_2000;Verify Documents;clerk_dave;2026-01-21 11:43:21;25680.08;302.81;regular;None
CASE_1048;Approve Loan;manager_alice;2026-01-21 11:57:17;14274.75;197.76;regular;None
CASE_1492;Approve Loan;manager_alice;2026-01-21 12:00:23;1863.47;64.93;regular;None
CASE_1641;Assess Risk;underwriter_paul;2026-01-21 12:06:39;10951.06;152.68;regular;None
CASE_1078;Approve Loan;manager_alice;2026-01-21 12:10:50;6871.06;124.92;regular;None
CASE_2485;Verify Documents;clerk_john;2026-01-21 12:38:17;5298.4;109.43;regular;None
CASE_1344;Approve Loan;manager_tom;2026-01-21 12:47:11;3759.37;89.43;regular;None
CASE_2227;Approve Loan;manager_tom;2026-01-21 13:24:01;1148.02;52.75;regular;None
CASE_2923;Close Case;system_auto;2026-01-21 13:28:11;4301.41;68.03;regular;None
CASE_1125;Close Case;system_auto;2026-01-21 13:33:07;5468.16;108.25;regular;None
CASE_2687;Assess Risk;underwriter_paul;2026-01-21 13:44:57;1166.02;81.23;regular;None
CASE_2135;Close Case;system_auto;2026-01-21 13:58:29;2879.64;73.91;regular;None
CASE_2086;Assess Risk;underwriter_paul;2026-01-21 14:06:32;1322.47;61.87;regular;None
CASE_2451;Submit Application;customer_287;2026-01-21 14:36:00;6560.88;116.18;regular;None
CASE_2324;Submit Application;customer_666;2026-01-21 14:45:00;2149.16;54.02;regular;None
CASE_1441;Close Case;system_auto;2026-01-21 15:09:57;7450.68;137.29;regular;None
CASE_2792;Disburse Funds;finance_jane;2026-01-21 15:31:10;3802.38;97.2;regular;None
CASE_1009;Close Case;system_auto;2026-01-21 15:44:44;3281.39;75.39;deviant;control-flow
CASE_1344;Disburse Funds;finance_bob;2026-01-21 15:50:51;3759.37;89.43;regular;None
CASE_1641;Approve Loan;manager_alice;2026-01-21 16:26:26;10951.06;152.68;regular;None
CASE_2531;Verify Documents;clerk_john;2026-01-21 16:29:18;7686.11;128.98;regular;None
CASE_1492;Disburse Funds;finance_bob;2026-01-21 16:37:49;1863.47;64.93;regular;None
CASE_2661;Close Case;system_auto;2026-01-21 16:44:32;1551.61;70.58;regular;None
CASE_2792;Close Case;system_auto;2026-01-21 16:44:39;3802.38;97.2;regular;None
CASE_1163;Approve Loan;manager_tom;2026-01-21 16:45:31;9134.98;147.16;regular;None
CASE_1829;Approve Loan;manager_tom;2026-01-21 17:25:37;1488.01;59.15;regular;None
CASE_1241;Close Case;system_auto;2026-01-21 17:35:57;15930.95;212.62;regular;None
CASE_2687;Approve Loan;manager_tom;2026-01-21 17:37:55;1166.02;81.23;regular;None
CASE_2485;Assess Risk;underwriter_mary;2026-01-21 18:15:21;5298.4;109.43;regular;None
CASE_2175;Assess Risk;underwriter_mary;2026-01-21 18:39:01;2543.39;77.36;regular;None
CASE_2117;Verify Documents;clerk_sarah;2026-01-21 18:54:39;5625.31;106.48;regular;None
CASE_2188;Submit Application;customer_883;2026-01-21 19:06:00;3276.01;76.14;regular;None
CASE_1794;Submit Application;customer_976;2026-01-21 19:32:00;1647.7;68.58;regular;None
CASE_2147;Approve Loan;manager_alice;2026-01-21 19:41:43;4059.68;90.77;regular;None
CASE_2724;Assess Risk;underwriter_mary;2026-01-21 19:50:10;6559.9;129.07;regular;None
CASE_1045;Submit Application;customer_614;2026-01-21 20:43:00;8043.75;115.49;regular;None
CASE_2086;Approve Loan;manager_alice;2026-01-21 20:43:42;1322.47;61.87;regular;None
CASE_2175;Approve Loan;manager_tom;2026-01-21 20:50:05;2543.39;77.36;regular;None
CASE_2324;Verify Documents;clerk_john;2026-01-21 20:50:42;2149.16;54.02;regular;None
CASE_1109;Submit Application;customer_100;2026-01-21 22:29:00;5068.68;95.56;regular;None
CASE_1048;Disburse Funds;finance_jane;2026-01-21 22:50:33;14274.75;197.76;regular;None
CASE_2175;Disburse Funds;finance_bob;2026-01-21 23:13:19;2543.39;77.36;regular;None
CASE_1023;Submit Application;customer_578;2026-01-21 23:32:00;13747.18;196.29;regular;None
CASE_2000;Assess Risk;underwriter_mary;2026-01-21 23:32:19;25680.08;302.81;regular;None
CASE_1078;Disburse Funds;finance_jane;2026-01-21 23:33:12;6871.06;124.92;regular;None
CASE_2451;Verify Documents;clerk_john;2026-01-21 23:37:15;6560.88;116.18;regular;None
CASE_2227;Disburse Funds;finance_bob;2026-01-22 00:09:02;1148.02;52.75;regular;None
CASE_2418;Submit Application;customer_343;2026-01-22 00:15:00;2142.77;44.58;regular;None
CASE_1829;Disburse Funds;finance_bob;2026-01-22 00:21:21;1488.01;59.15;regular;None
CASE_2724;Approve Loan;manager_alice;2026-01-22 00:21:25;6559.9;129.07;regular;None
CASE_1715;Submit Application;customer_846;2026-01-22 00:33:00;2822.99;85.31;regular;None
CASE_1641;Disburse Funds;finance_jane;2026-01-22 00:37:17;10951.06;152.68;regular;None
CASE_2485;Approve Loan;manager_tom;2026-01-22 00:46:05;5298.4;109.43;regular;None
CASE_1492;Close Case;system_auto;2026-01-22 00:50:53;1863.47;64.93;regular;None
CASE_1198;Submit Application;customer_580;2026-01-22 00:54:00;17373.6;209.28;regular;None
CASE_1855;Submit Application;customer_980;2026-01-22 01:25:00;4298.26;106.89;regular;None
CASE_2531;Assess Risk;underwriter_paul;2026-01-22 02:00:32;7686.11;128.98;regular;None
CASE_2147;Disburse Funds;finance_bob;2026-01-22 02:12:20;4059.68;90.77;regular;None
CASE_1344;Close Case;system_auto;2026-01-22 02:21:29;3759.37;89.43;regular;None
CASE_2117;Assess Risk;underwriter_lucas;2026-01-22 03:10:10;5625.31;106.48;regular;None
CASE_1163;Disburse Funds;finance_jane;2026-01-22 03:18:03;9134.98;147.16;regular;None
CASE_2175;Close Case;system_auto;2026-01-22 03:19:45;2543.39;77.36;regular;None
CASE_2324;Assess Risk;underwriter_paul;2026-01-22 03:42:09;2149.16;54.02;regular;None
CASE_1078;Close Case;system_auto;2026-01-22 04:30:44;6871.06;124.92;regular;None
CASE_2687;Disburse Funds;finance_jane;2026-01-22 04:35:07;1166.02;81.23;regular;None
CASE_1286;Submit Application;customer_143;2026-01-22 04:46:00;1418.18;39.15;regular;None
CASE_1399;Submit Application;customer_144;2026-01-22 05:59:00;2589.38;76.9;regular;None
CASE_1794;Verify Documents;clerk_john;2026-01-22 06:00:16;1647.7;68.58;regular;None
CASE_1023;Verify Documents;clerk_sarah;2026-01-22 06:01:10;13747.18;196.29;regular;None
CASE_2485;Disburse Funds;finance_jane;2026-01-22 06:13:57;5298.4;109.43;regular;None
CASE_2188;Verify Documents;clerk_sarah;2026-01-22 06:20:56;3276.01;76.14;regular;None
CASE_2086;Disburse Funds;finance_jane;2026-01-22 06:54:41;1322.47;61.87;regular;None
CASE_2451;Assess Risk;underwriter_lucas;2026-01-22 07:09:20;6560.88;116.18;regular;None
CASE_2724;Disburse Funds;finance_jane;2026-01-22 07:25:36;6559.9;129.07;regular;None
CASE_2418;Verify Documents;clerk_john;2026-01-22 07:29:53;2142.77;44.58;regular;None
CASE_2147;Close Case;system_auto;2026-01-22 07:32:14;4059.68;90.77;regular;None
CASE_1399;Verify Documents;clerk_sarah;2026-01-22 07:34:39;2589.38;76.9;regular;None
CASE_1045;Verify Documents;clerk_dave;2026-01-22 07:52:14;8043.75;115.49;regular;None
CASE_2687;Close Case;system_auto;2026-01-22 08:05:12;1166.02;81.23;regular;None
CASE_1715;Verify Documents;clerk_dave;2026-01-22 08:14:46;2822.99;85.31;regular;None
CASE_2117;Approve Loan;manager_tom;2026-01-22 08:16:33;5625.31;106.48;regular;None
CASE_1594;Submit Application;customer_202;2026-01-22 08:38:00;1930.19;48.35;regular;None
CASE_1048;Close Case;system_auto;2026-01-22 08:44:18;14274.75;197.76;regular;None
CASE_2324;Approve Loan;manager_alice;2026-01-22 09:08:49;2149.16;54.02;regular;None
CASE_1479;Submit Application;customer_732;2026-01-22 09:25:00;2503.86;62.47;regular;None
CASE_2148;Submit Application;customer_259;2026-01-22 09:30:00;2171.55;57.67;regular;None
CASE_2051;Submit Application;customer_344;2026-01-22 09:41:00;11964.34;171.93;regular;None
CASE_1641;Close Case;system_auto;2026-01-22 10:09:20;10951.06;152.68;regular;None
CASE_2418;Assess Risk;underwriter_mary;2026-01-22 10:09:30;2142.77;44.58;regular;None
CASE_2000;Approve Loan;manager_tom;2026-01-22 10:09:54;25680.08;302.81;regular;None
CASE_2227;Close Case;system_auto;2026-01-22 10:16:01;1148.02;52.75;regular;None
CASE_1855;Verify Documents;clerk_sarah;2026-01-22 10:18:45;4298.26;106.89;regular;None
CASE_1109;Verify Documents;clerk_sarah;2026-01-22 10:23:36;5068.68;95.56;regular;None
CASE_1829;Close Case;system_auto;2026-01-22 10:40:45;1488.01;59.15;regular;None
CASE_1794;Assess Risk;underwriter_lucas;2026-01-22 10:50:30;1647.7;68.58;regular;None
CASE_1198;Verify Documents;clerk_john;2026-01-22 11:16:14;17373.6;209.28;regular;None
CASE_1594;Verify Documents;clerk_john;2026-01-22 11:34:58;1930.19;48.35;regular;None
CASE_2086;Close Case;system_auto;2026-01-22 11:35:27;1322.47;61.87;regular;None
CASE_2472;Submit Application;customer_914;2026-01-22 11:41:00;2234.08;57.08;regular;None
CASE_1399;Assess Risk;underwriter_paul;2026-01-22 11:42:48;2589.38;76.9;regular;None
CASE_2531;Approve Loan;manager_tom;2026-01-22 11:53:31;7686.11;128.98;regular;None
CASE_1081;Submit Application;customer_408;2026-01-22 12:17:00;6393.81;119.5;regular;None
CASE_1023;Assess Risk;underwriter_mary;2026-01-22 12:29:26;13747.18;196.29;regular;None
CASE_2288;Submit Application;customer_114;2026-01-22 13:04:00;15695.88;183.05;regular;None
CASE_1198;Assess Risk;underwriter_paul;2026-01-22 13:05:38;17373.6;209.28;regular;None
CASE_2293;Submit Application;customer_744;2026-01-22 13:14:00;2339.22;77.94;regular;None
CASE_1109;Assess Risk;underwriter_lucas;2026-01-22 13:37:08;5068.68;95.56;regular;None
CASE_1163;Close Case;system_auto;2026-01-22 13:57:27;9134.98;147.16;regular;None
CASE_1286;Verify Documents;clerk_dave;2026-01-22 13:57:31;1418.18;39.15;regular;None
CASE_2572;Submit Application;customer_467;2026-01-22 13:58:00;16125.27;213.87;regular;None
CASE_2117;Disburse Funds;finance_bob;2026-01-22 14:31:57;5625.31;106.48;regular;None
CASE_1161;Submit Application;customer_297;2026-01-22 14:51:00;6965.78;116.1;regular;None
CASE_1479;Verify Documents;clerk_sarah;2026-01-22 15:08:04;2503.86;62.47;regular;None
CASE_2753;Submit Application;customer_168;2026-01-22 15:22:00;2281.43;79.36;regular;None
CASE_1399;Approve Loan;manager_tom;2026-01-22 15:28:42;2589.38;76.9;regular;None
CASE_1081;Verify Documents;clerk_john;2026-01-22 16:14:08;6393.81;119.5;regular;None
CASE_2724;Close Case;system_auto;2026-01-22 16:36:57;6559.9;129.07;regular;None
CASE_2753;Verify Documents;clerk_sarah;2026-01-22 16:48:53;2281.43;79.36;regular;None
CASE_1399;Disburse Funds;finance_bob;2026-01-22 16:57:18;2589.38;76.9;regular;None
CASE_1161;Verify Documents;clerk_sarah;2026-01-22 17:14:16;6965.78;116.1;regular;None
CASE_1045;Assess Risk;underwriter_lucas;2026-01-22 17:20:20;8043.75;115.49;regular;None
CASE_2324;Disburse Funds;finance_bob;2026-01-22 17:27:49;2149.16;54.02;regular;None
CASE_1794;Approve Loan;manager_alice;2026-01-22 17:37:02;1647.7;68.58;regular;None
CASE_1198;Approve Loan;manager_tom;2026-01-22 17:37:15;17373.6;209.28;regular;None
CASE_1479;Assess Risk;underwriter_paul;2026-01-22 17:46:34;2503.86;62.47;regular;None
CASE_2485;Close Case;system_auto;2026-01-22 17:53:23;5298.4;109.43;regular;None
CASE_1081;Assess Risk;underwriter_paul;2026-01-22 17:55:54;6393.81;119.5;regular;None
CASE_2293;Verify Documents;clerk_dave;2026-01-22 18:04:32;2339.22;77.94;regular;None
CASE_2000;Disburse Funds;finance_bob;2026-01-22 18:17:31;25680.08;302.81;regular;None
CASE_2188;Assess Risk;underwriter_lucas;2026-01-22 18:19:33;3276.01;76.14;regular;None
CASE_2051;Verify Documents;clerk_sarah;2026-01-22 18:23:20;11964.34;171.93;regular;None
CASE_2451;Approve Loan;manager_tom;2026-01-22 18:27:42;6560.88;116.18;regular;None
CASE_1594;Assess Risk;underwriter_paul;2026-01-22 18:27:50;1930.19;48.35;regular;None
CASE_1331;Submit Application;customer_989;2026-01-22 18:36:00;1812.11;63.67;deviant;resource
CASE_1161;Assess Risk;underwriter_lucas;2026-01-22 19:06:00;6965.78;116.1;regular;None
CASE_2472;Verify Documents;clerk_dave;2026-01-22 19:22:16;2234.08;57.08;regular;None
CASE_1715;Assess Risk;underwriter_paul;2026-01-22 19:28:43;2822.99;85.31;regular;None
CASE_1045;Approve Loan;manager_tom;2026-01-22 19:37:50;8043.75;115.49;regular;None
CASE_1932;Submit Application;customer_259;2026-01-22 19:41:00;7224.22;116.59;regular;None
CASE_2148;Verify Documents;clerk_john;2026-01-22 19:48:42;2171.55;57.67;regular;None
CASE_1855;Assess Risk;underwriter_paul;2026-01-22 20:07:36;4298.26;106.89;regular;None
CASE_1794;Disburse Funds;finance_bob;2026-01-22 20:32:12;1647.7;68.58;regular;None
CASE_2451;Disburse Funds;finance_jane;2026-01-22 20:38:25;6560.88;116.18;regular;None
CASE_1479;Approve Loan;manager_alice;2026-01-22 20:38:51;2503.86;62.47;regular;None
CASE_1286;Assess Risk;underwriter_paul;2026-01-22 20:41:19;1418.18;39.15;regular;None
CASE_2293;Assess Risk;underwriter_paul;2026-01-22 20:49:37;2339.22;77.94;regular;None
CASE_2000;Close Case;system_auto;2026-01-22 20:53:28;25680.08;302.81;regular;None
CASE_1331;Verify Documents;clerk_john;2026-01-22 21:11:26;1812.11;63.67;deviant;resource
CASE_2572;Verify Documents;clerk_john;2026-01-22 21:12:22;16125.27;213.87;regular;None
CASE_1594;Approve Loan;manager_alice;2026-01-22 21:19:01;1930.19;48.35;regular;None
CASE_2528;Submit Application;customer_595;2026-01-22 21:31:00;11642.02;169.74;regular;None
CASE_1479;Disburse Funds;finance_jane;2026-01-22 21:48:10;2503.86;62.47;regular;None
CASE_2117;Close Case;system_auto;2026-01-22 21:56:09;5625.31;106.48;regular;None
CASE_1081;Approve Loan;manager_tom;2026-01-22 21:58:02;6393.81;119.5;regular;None
CASE_2418;Approve Loan;manager_tom;2026-01-22 21:59:49;2142.77;44.58;regular;None
CASE_2472;Assess Risk;underwriter_paul;2026-01-22 22:15:04;2234.08;57.08;regular;None
CASE_1133;Submit Application;customer_421;2026-01-22 22:29:00;2950.1;83.92;regular;None
CASE_2288;Verify Documents;clerk_dave;2026-01-22 23:14:24;15695.88;183.05;regular;None
CASE_2418;Disburse Funds;finance_bob;2026-01-22 23:19:41;2142.77;44.58;regular;None
CASE_2531;Disburse Funds;finance_jane;2026-01-22 23:49:01;7686.11;128.98;regular;None
CASE_1023;Approve Loan;manager_tom;2026-01-22 23:53:17;13747.18;196.29;regular;None
CASE_2051;Assess Risk;underwriter_paul;2026-01-23 00:19:38;11964.34;171.93;regular;None
CASE_1109;Approve Loan;manager_tom;2026-01-23 00:37:21;5068.68;95.56;regular;None
CASE_1045;Disburse Funds;finance_bob;2026-01-23 00:40:25;8043.75;115.49;regular;None
CASE_1855;Approve Loan;manager_alice;2026-01-23 00:46:24;4298.26;106.89;regular;None
CASE_1161;Approve Loan;manager_alice;2026-01-23 00:53:21;6965.78;116.1;regular;None
CASE_2528;Verify Documents;clerk_dave;2026-01-23 01:03:40;11642.02;169.74;regular;None
CASE_2288;Assess Risk;underwriter_paul;2026-01-23 01:15:18;15695.88;183.05;regular;None
CASE_2188;Approve Loan;manager_alice;2026-01-23 01:21:40;3276.01;76.14;regular;None
CASE_1715;Approve Loan;manager_alice;2026-01-23 01:24:03;2822.99;85.31;regular;None
CASE_1794;Close Case;system_auto;2026-01-23 01:24:26;1647.7;68.58;regular;None
CASE_1660;Submit Application;customer_861;2026-01-23 02:03:00;7172.95;123.33;deviant;control-flow
CASE_2286;Submit Application;customer_148;2026-01-23 02:20:00;3044.43;91.03;regular;None
CASE_2240;Submit Application;customer_847;2026-01-23 02:24:00;1183.42;63.97;regular;None
CASE_1018;Submit Application;customer_257;2026-01-23 02:37:00;1174.97;59.46;regular;None
CASE_2572;Assess Risk;underwriter_paul;2026-01-23 02:48:29;16125.27;213.87;regular;None
CASE_1286;Approve Loan;manager_tom;2026-01-23 02:58:56;1418.18;39.15;regular;None
CASE_2324;Close Case;system_auto;2026-01-23 03:07:11;2149.16;54.02;regular;None
CASE_1932;Verify Documents;clerk_dave;2026-01-23 03:08:30;7224.22;116.59;regular;None
CASE_2188;Disburse Funds;finance_bob;2026-01-23 03:11:59;3276.01;76.14;regular;None
CASE_1109;Disburse Funds;finance_jane;2026-01-23 03:22:16;5068.68;95.56;regular;None
CASE_2753;Assess Risk;underwriter_paul;2026-01-23 03:46:45;2281.43;79.36;regular;None
CASE_2240;Verify Documents;clerk_dave;2026-01-23 03:51:38;1183.42;63.97;regular;None
CASE_1133;Verify Documents;clerk_dave;2026-01-23 03:57:17;2950.1;83.92;regular;None
CASE_1045;Close Case;system_auto;2026-01-23 04:05:02;8043.75;115.49;regular;None
CASE_1515;Submit Application;customer_260;2026-01-23 04:07:00;30257.64;348.51;deviant;resource
CASE_1399;Close Case;system_auto;2026-01-23 04:07:42;2589.38;76.9;regular;None
CASE_1081;Disburse Funds;finance_bob;2026-01-23 04:17:37;6393.81;119.5;regular;None
CASE_2451;Close Case;system_auto;2026-01-23 04:33:31;6560.88;116.18;regular;None
CASE_2286;Verify Documents;clerk_sarah;2026-01-23 04:52:57;3044.43;91.03;regular;None
CASE_2051;Approve Loan;manager_tom;2026-01-23 05:02:23;11964.34;171.93;regular;None
CASE_1198;Disburse Funds;finance_bob;2026-01-23 05:17:33;17373.6;209.28;regular;None
CASE_2293;Approve Loan;manager_tom;2026-01-23 05:17:35;2339.22;77.94;regular;None
CASE_2240;Assess Risk;underwriter_paul;2026-01-23 05:17:37;1183.42;63.97;regular;None
CASE_1109;Close Case;system_auto;2026-01-23 05:23:52;5068.68;95.56;regular;None
CASE_1018;Verify Documents;clerk_dave;2026-01-23 05:29:59;1174.97;59.46;regular;None
CASE_1594;Disburse Funds;finance_bob;2026-01-23 05:46:05;1930.19;48.35;regular;None
CASE_1715;Disburse Funds;finance_jane;2026-01-23 06:07:48;2822.99;85.31;regular;None
CASE_1286;Disburse Funds;finance_bob;2026-01-23 06:10:05;1418.18;39.15;regular;None
CASE_1660;Verify Documents;clerk_sarah;2026-01-23 06:11:39;7172.95;123.33;deviant;control-flow
CASE_2148;Assess Risk;underwriter_paul;2026-01-23 06:17:25;2171.55;57.67;regular;None
CASE_2293;Disburse Funds;finance_jane;2026-01-23 06:27:23;2339.22;77.94;regular;None
CASE_2797;Submit Application;customer_810;2026-01-23 06:32:00;1230.2;65.56;regular;None
CASE_1331;Assess Risk;underwriter_mary;2026-01-23 06:39:05;1812.11;63.67;deviant;resource
CASE_2240;Approve Loan;manager_alice;2026-01-23 06:52:37;1183.42;63.97;regular;None
CASE_1479;Close Case;system_auto;2026-01-23 07:18:35;2503.86;62.47;regular;None
CASE_1932;Assess Risk;underwriter_paul;2026-01-23 07:35:56;7224.22;116.59;regular;None
CASE_2572;Approve Loan;manager_alice;2026-01-23 07:39:01;16125.27;213.87;regular;None
CASE_1855;Disburse Funds;finance_bob;2026-01-23 07:51:20;4298.26;106.89;regular;None
CASE_2753;Approve Loan;manager_alice;2026-01-23 08:33:50;2281.43;79.36;regular;None
CASE_1133;Assess Risk;underwriter_mary;2026-01-23 08:53:46;2950.1;83.92;regular;None
CASE_2470;Submit Application;customer_810;2026-01-23 08:56:00;2961.6;71.44;regular;None
CASE_2286;Assess Risk;underwriter_mary;2026-01-23 09:07:00;3044.43;91.03;regular;None
CASE_2472;Approve Loan;manager_alice;2026-01-23 09:13:38;2234.08;57.08;regular;None
CASE_1081;Close Case;system_auto;2026-01-23 09:15:58;6393.81;119.5;regular;None
CASE_2531;Close Case;system_auto;2026-01-23 09:36:43;7686.11;128.98;regular;None
CASE_1584;Submit Application;customer_805;2026-01-23 09:52:00;1990.32;73.14;regular;None
CASE_1040;Submit Application;customer_506;2026-01-23 09:53:00;4698.39;93.0;regular;None
CASE_2572;Disburse Funds;finance_bob;2026-01-23 10:12:35;16125.27;213.87;regular;None
CASE_2240;Disburse Funds;finance_jane;2026-01-23 10:31:17;1183.42;63.97;regular;None
CASE_2418;Close Case;system_auto;2026-01-23 10:42:31;2142.77;44.58;regular;None
CASE_1942;Submit Application;customer_542;2026-01-23 10:48:00;2637.5;90.13;regular;None
CASE_2753;Disburse Funds;finance_bob;2026-01-23 10:48:45;2281.43;79.36;regular;None
CASE_1161;Disburse Funds;finance_jane;2026-01-23 11:03:52;6965.78;116.1;regular;None
CASE_2470;Verify Documents;clerk_sarah;2026-01-23 11:29:22;2961.6;71.44;regular;None
CASE_2572;Close Case;system_auto;2026-01-23 11:30:55;16125.27;213.87;regular;None
CASE_1023;Disburse Funds;finance_bob;2026-01-23 11:31:18;13747.18;196.29;regular;None
CASE_1594;Close Case;system_auto;2026-01-23 11:36:56;1930.19;48.35;regular;None
CASE_2129;Submit Application;customer_840;2026-01-23 11:46:00;1279.32;53.32;regular;None
CASE_1198;Close Case;system_auto;2026-01-23 11:52:08;17373.6;209.28;regular;None
CASE_2288;Approve Loan;manager_alice;2026-01-23 12:05:31;15695.88;183.05;regular;None
CASE_1331;Approve Loan;clerk_john;2026-01-23 12:16:00;1812.11;63.67;deviant;resource
CASE_1932;Approve Loan;manager_tom;2026-01-23 12:45:24;7224.22;116.59;regular;None
CASE_2528;Assess Risk;underwriter_mary;2026-01-23 12:53:50;11642.02;169.74;regular;None
CASE_1515;Verify Documents;clerk_sarah;2026-01-23 13:07:42;30257.64;348.51;deviant;resource
CASE_2293;Close Case;system_auto;2026-01-23 13:23:10;2339.22;77.94;regular;None
CASE_2148;Approve Loan;manager_tom;2026-01-23 13:36:10;2171.55;57.67;regular;None
CASE_2188;Close Case;system_auto;2026-01-23 13:48:19;3276.01;76.14;regular;None
CASE_1400;Submit Application;customer_129;2026-01-23 13:50:00;1092.81;44.63;regular;None
CASE_1715;Close Case;system_auto;2026-01-23 13:59:17;2822.99;85.31;regular;None
CASE_2288;Disburse Funds;finance_bob;2026-01-23 14:13:04;15695.88;183.05;regular;None
CASE_2262;Submit Application;customer_448;2026-01-23 14:16:00;19074.09;233.43;regular;None
CASE_1469;Submit Application;customer_550;2026-01-23 14:17:00;8099.02;119.25;regular;None
CASE_2051;Disburse Funds;finance_jane;2026-01-23 14:17:23;11964.34;171.93;regular;None
CASE_2797;Verify Documents;clerk_dave;2026-01-23 14:19:49;1230.2;65.56;regular;None
CASE_1018;Assess Risk;underwriter_lucas;2026-01-23 14:25:36;1174.97;59.46;regular;None
CASE_1595;Submit Application;customer_645;2026-01-23 14:45:00;9827.05;150.81;deviant;resource
CASE_1133;Approve Loan;manager_tom;2026-01-23 14:52:01;2950.1;83.92;regular;None
CASE_2528;Approve Loan;manager_tom;2026-01-23 15:20:51;11642.02;169.74;regular;None
CASE_1161;Close Case;system_auto;2026-01-23 15:34:54;6965.78;116.1;regular;None
CASE_2557;Submit Application;customer_695;2026-01-23 15:47:00;9640.58;142.47;regular;None
CASE_2472;Disburse Funds;finance_jane;2026-01-23 15:58:19;2234.08;57.08;regular;None
CASE_1660;Assess Risk;underwriter_mary;2026-01-23 16:05:10;7172.95;123.33;deviant;control-flow
CASE_2470;Assess Risk;underwriter_mary;2026-01-23 16:22:49;2961.6;71.44;regular;None
CASE_1286;Close Case;system_auto;2026-01-23 16:40:06;1418.18;39.15;regular;None
CASE_1331;Disburse Funds;finance_jane;2026-01-23 16:40:17;1812.11;63.67;deviant;resource
CASE_2405;Submit Application;customer_226;2026-01-23 17:08:00;2334.19;67.41;regular;None
CASE_1895;Submit Application;customer_182;2026-01-23 17:19:00;11511.71;166.07;regular;None
CASE_1584;Verify Documents;clerk_john;2026-01-23 17:30:13;1990.32;73.14;regular;None
CASE_2288;Close Case;system_auto;2026-01-23 18:05:23;15695.88;183.05;regular;None
CASE_1595;Verify Documents;clerk_dave;2026-01-23 18:07:40;9827.05;150.81;deviant;resource
CASE_2470;Approve Loan;manager_tom;2026-01-23 18:14:07;2961.6;71.44;regular;None
CASE_2240;Close Case;system_auto;2026-01-23 18:19:13;1183.42;63.97;regular;None
